,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1847,1,1,-1,-1,1,1,-1,0,0,-1,0,1,1,1,0
1848,-1,1,1,-1,1,1,1,0,1,1,0,1,0,1,1
1849,1,1,1,-1,-1,-1,1,-1,0,-1,0,-1,0,1,1
1850,1,1,-1,-1,1,1,1,1,0,1,0,1,-1,-1,0
1851,1,1,1,-1,0,1,1,0,-1,-1,0,1,0,1,0
1852,1,1,1,-1,1,1,1,0,-1,-1,0,-1,0,-1,0
1853,-1,1,1,-1,-1,-1,1,-1,0,-1,0,1,1,1,1
1854,1,1,1,-1,-1,1,1,1,0,-1,0,1,1,1,0
1855,1,1,1,-1,1,1,1,0,0,1,1,1,1,1,0
1856,1,1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,1
1857,1,1,1,-1,-1,-1,1,-1,0,-1,0,1,1,1,0
1858,1,1,1,-1,0,1,1,1,0,-1,0,1,1,1,0
1859,1,1,1,1,0,1,1,1,1,-1,0,1,1,1,0
1860,1,1,1,-1,0,1,1,1,0,-1,0,1,1,1,0
1861,1,1,1,-1,1,-1,1,0,0,-1,0,-1,1,1,1
1862,1,1,1,1,1,1,1,0,-1,-1,0,1,0,-1,0
1863,1,1,1,-1,-1,1,1,0,-1,0,0,1,1,1,0
1864,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,1
1865,1,1,1,-1,-1,1,1,0,1,1,0,1,1,1,0
1866,1,1,1,-1,-1,-1,1,0,0,-1,0,-1,0,1,0
1867,1,1,1,-1,1,1,1,0,0,-1,0,1,1,1,0
1868,-1,1,1,1,1,1,1,1,0,-1,0,1,0,1,1
1869,1,1,1,1,0,1,1,1,-1,-1,0,1,0,1,0
1870,-1,-1,1,1,1,1,-1,0,0,-1,0,-1,1,-1,1
1871,-1,1,-1,-1,-1,1,-1,1,1,-1,0,1,1,1,1
1872,1,1,-1,-1,1,1,1,0,1,1,0,1,1,1,0
1873,1,1,1,-1,0,1,1,0,1,1,0,1,1,-1,-1
1874,-1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1
1875,1,1,1,-1,-1,-1,1,0,-1,-1,0,1,1,-1,0
1876,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,1,0,1,1
1877,1,1,1,-1,-1,1,1,0,-1,1,0,-1,1,1,1
1878,-1,1,1,1,1,1,1,0,0,-1,0,1,1,1,0
1879,1,1,1,-1,0,1,1,0,0,-1,0,1,0,1,1
1880,1,1,1,-1,0,0,1,0,0,-1,0,1,-1,1,0
1881,1,1,1,-1,-1,1,1,0,0,-1,0,1,0,1,0
1882,-1,-1,1,1,1,1,-1,0,0,-1,1,-1,1,1,1
1883,1,1,1,-1,0,0,1,-1,0,-1,0,1,-1,1,0
1884,1,-1,1,-1,1,-1,-1,0,0,1,0,-1,1,-1,1
1885,1,1,1,-1,1,1,1,0,-1,-1,0,1,1,1,0
1886,1,1,1,-1,1,1,1,0,-1,0,0,1,1,1,0
1887,-1,1,1,-1,0,-1,1,-1,-1,-1,1,1,0,1,0
1888,-1,1,1,-1,0,1,1,0,0,-1,0,1,0,1,0
1889,-1,1,1,-1,1,1,1,0,0,0,0,1,-1,1,1
1890,-1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1
1891,1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,0
1892,-1,1,1,-1,-1,1,1,-1,1,-1,0,1,1,1,0
1893,1,1,1,-1,-1,1,1,0,-1,0,0,1,1,1,0
1894,1,1,1,-1,0,1,1,1,0,-1,0,1,0,1,0
1895,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,1,0
1896,1,1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,0
1897,1,1,1,-1,1,-1,1,0,1,-1,0,-1,-1,1,1
1898,1,1,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,1,1
1899,-1,1,-1,-1,0,1,1,-1,-1,-1,1,1,0,1,0
1900,1,-1,1,-1,0,1,1,0,0,-1,0,-1,1,-1,-1
1901,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1
1902,1,1,1,-1,0,-1,1,-1,1,1,0,-1,-1,1,1
1903,1,1,1,-1,0,1,1,1,1,-1,0,-1,1,1,1
1904,-1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,1
1905,-1,1,1,-1,1,1,1,0,0,-1,0,1,1,1,0
1906,1,1,1,-1,-1,1,1,0,0,-1,0,1,1,1,0
1907,-1,1,-1,-1,0,-1,1,-1,0,-1,0,1,-1,1,0
1908,1,1,1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1
1909,-1,1,1,-1,0,1,1,0,1,-1,0,1,-1,1,1
1910,1,1,-1,-1,0,0,1,-1,0,-1,0,1,-1,1,0
1911,1,1,-1,-1,0,1,1,0,1,-1,0,1,1,1,-1
1912,1,1,1,1,-1,1,1,0,-1,-1,0,1,0,1,0
1913,1,1,1,-1,1,1,1,0,1,-1,0,-1,1,1,1
1914,-1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,1
1915,1,1,1,-1,1,1,1,1,1,-1,0,-1,1,1,1
1916,1,1,1,-1,0,-1,1,-1,-1,-1,1,1,-1,1,0
1917,-1,-1,1,1,0,1,-1,0,0,-1,0,-1,1,-1,1
1918,-1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,-1
1919,-1,1,1,-1,0,-1,1,1,1,-1,0,1,-1,1,1
1920,-1,-1,1,-1,1,1,-1,0,0,-1,1,-1,0,1,1
1921,1,1,1,-1,1,1,1,1,0,-1,0,1,-1,1,0
1922,1,1,1,-1,-1,-1,1,0,-1,-1,0,1,1,1,0
1923,1,1,1,-1,1,1,1,0,1,-1,0,1,1,1,0
1924,-1,1,-1,-1,0,-1,1,1,-1,-1,1,1,-1,1,1
1925,1,1,1,-1,1,1,1,0,1,1,0,1,1,1,0
1926,1,1,1,-1,1,1,1,1,0,0,0,1,1,1,0
1927,1,1,1,-1,0,1,1,1,1,-1,0,1,1,1,1
1928,1,-1,1,1,1,1,-1,1,0,1,0,-1,1,-1,1
1929,1,1,1,-1,-1,-1,1,-1,0,-1,0,1,0,1,0
1930,1,1,1,-1,1,-1,1,0,0,-1,0,1,0,1,0
1931,-1,1,1,-1,0,-1,1,-1,-1,1,0,1,-1,1,0
1932,1,1,1,-1,1,1,1,0,-1,1,0,1,1,1,0
1933,-1,1,1,-1,0,1,1,0,-1,-1,0,1,1,1,0
1934,1,1,-1,-1,1,1,1,1,0,1,1,1,1,1,0
1935,1,1,1,-1,-1,-1,1,-1,0,-1,0,1,0,1,0
1936,1,1,1,-1,1,1,1,0,0,-1,0,1,0,1,0
1937,1,1,1,-1,0,1,1,1,-1,-1,0,-1,1,1,1
1938,-1,1,-1,-1,1,1,1,0,1,0,0,1,-1,1,1
1939,1,1,1,1,-1,1,1,1,0,-1,0,1,1,1,0
1940,1,1,1,-1,1,0,1,1,0,-1,1,1,-1,1,0
1941,1,1,1,-1,-1,1,1,0,0,-1,0,1,0,1,0
1942,1,1,1,-1,1,1,1,0,0,1,0,1,-1,1,0
1943,-1,-1,1,-1,-1,1,-1,0,0,-1,0,1,1,1,0
1944,1,1,1,-1,1,-1,1,0,0,-1,0,1,1,1,1
1945,1,1,1,-1,1,1,1,0,-1,1,0,1,-1,1,0
1946,-1,1,1,-1,1,1,1,1,-1,-1,0,1,-1,1,1
1947,1,1,1,-1,0,-1,1,-1,0,-1,0,-1,1,-1,0
1948,-1,1,1,-1,0,1,1,1,0,-1,0,1,1,1,1
1949,1,-1,1,-1,0,1,-1,0,-1,0,0,-1,1,-1,1
1950,-1,-1,1,-1,1,1,-1,0,0,-1,0,-1,1,-1,1
1951,-1,1,1,1,1,1,1,-1,-1,-1,0,-1,-1,1,1
1952,1,1,-1,-1,1,-1,1,-1,0,-1,0,1,0,1,0
1953,-1,-1,-1,-1,1,0,-1,-1,1,0,0,-1,0,1,-1
1954,1,1,1,-1,-1,1,1,0,0,-1,0,-1,1,1,1
1955,-1,1,1,-1,1,1,1,0,-1,-1,0,1,1,1,-1
1956,1,1,1,-1,0,1,1,0,0,-1,0,1,0,1,0
1957,-1,1,1,-1,0,-1,1,0,-1,-1,1,1,1,1,1
1958,1,1,1,-1,1,1,1,1,0,1,0,-1,1,-1,1
1959,1,1,1,1,-1,1,1,1,0,-1,0,1,-1,1,0
1960,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1
1961,1,1,1,-1,1,1,1,0,-1,-1,0,1,1,-1,0
1962,-1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1
1963,1,1,1,-1,-1,1,1,0,-1,-1,0,1,1,1,0
1964,1,1,1,-1,1,1,1,0,-1,-1,0,1,0,1,0
1965,-1,1,1,-1,-1,-1,1,-1,0,-1,0,1,1,1,1
1966,1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,0
1967,1,1,-1,-1,-1,-1,1,-1,0,-1,0,1,-1,1,0
1968,-1,1,1,-1,1,0,1,-1,0,-1,0,1,1,1,1
1969,-1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,0
1970,-1,1,1,-1,0,1,1,0,0,-1,0,1,0,1,0
1971,1,1,1,-1,1,1,1,1,0,-1,0,1,0,1,0
1972,-1,1,1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1
1973,1,1,1,-1,1,-1,1,0,-1,-1,0,1,1,1,0
1974,1,1,1,-1,0,1,1,-1,-1,-1,0,-1,0,1,0
1975,-1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,1,1,1
1976,1,1,1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,1
1977,1,1,-1,-1,-1,1,1,0,0,0,0,1,1,1,0
1978,1,1,1,-1,1,1,-1,1,0,-1,0,-1,-1,1,0
1979,1,1,1,-1,0,-1,1,0,0,1,0,1,1,1,0
1980,1,1,1,1,0,1,-1,1,-1,-1,0,-1,1,1,1
1981,1,1,1,1,-1,1,1,1,0,1,0,-1,-1,1,1
1982,1,1,1,-1,1,1,1,0,-1,-1,0,1,1,-1,0
1983,-1,-1,1,1,-1,1,-1,1,0,-1,0,1,1,1,1
1984,-1,1,1,-1,1,0,1,-1,0,-1,1,1,-1,1,0
1985,-1,1,1,-1,0,-1,1,-1,-1,-1,0,1,0,1,1
1986,1,1,1,-1,-1,-1,-1,0,-1,-1,0,1,1,1,0
1987,-1,1,1,-1,0,-1,1,-1,-1,-1,1,1,0,1,0
1988,-1,-1,1,1,1,1,-1,0,0,-1,1,-1,-1,1,1
1989,-1,-1,1,1,-1,1,-1,0,0,-1,1,-1,1,1,1
1990,-1,1,1,1,1,1,1,0,-1,-1,0,1,-1,1,1
1991,1,1,1,-1,0,1,1,0,-1,-1,0,-1,1,1,1
1992,-1,-1,1,-1,1,0,-1,-1,0,0,0,-1,1,-1,1
1993,-1,1,-1,-1,-1,-1,1,-1,0,-1,0,1,-1,1,0
1994,1,1,1,-1,-1,0,1,1,0,-1,0,1,0,1,0
1995,-1,1,1,-1,1,1,1,0,1,1,0,1,-1,1,1
1996,1,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,1,0
1997,-1,1,1,-1,-1,-1,1,-1,0,-1,0,1,-1,1,0
1998,1,1,-1,1,1,1,1,1,-1,-1,0,1,-1,1,0
1999,-1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,0,1,1
2000,1,1,1,1,1,1,1,1,1,-1,0,1,0,1,0
2001,1,1,1,-1,1,0,1,-1,-1,-1,1,1,-1,1,0
2002,1,1,-1,-1,1,0,1,0,-1,-1,1,1,1,1,0
2003,-1,1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,-1
2004,1,1,1,-1,0,1,1,0,-1,1,0,-1,1,1,-1
2005,-1,1,-1,1,1,1,1,1,0,-1,0,1,-1,1,1
2006,1,1,1,-1,0,0,1,-1,0,-1,0,1,0,-1,0
2007,1,1,1,-1,0,0,1,-1,-1,-1,0,-1,1,1,1
2008,1,1,1,-1,-1,1,1,0,-1,-1,0,1,1,1,0
2009,-1,1,1,-1,-1,1,1,0,0,0,0,1,1,1,0
2010,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1
2011,-1,1,1,-1,1,1,1,0,0,0,0,1,0,-1,1
2012,-1,1,1,-1,-1,-1,1,-1,0,0,0,1,1,1,1
2013,-1,1,1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1
2014,1,1,1,-1,1,-1,1,0,0,-1,0,-1,1,1,1
2015,1,1,-1,-1,0,0,1,-1,0,-1,0,1,-1,1,0
2016,1,1,1,-1,-1,1,1,0,1,-1,0,1,0,1,0
2017,1,1,1,-1,1,-1,1,1,1,1,0,-1,1,1,1
2018,-1,1,1,-1,-1,1,1,1,0,1,0,1,-1,1,1
2019,1,1,1,-1,-1,-1,1,-1,0,-1,0,1,1,-1,0
2020,1,1,1,-1,1,1,1,0,0,1,1,1,1,1,0
2021,1,1,1,-1,0,-1,1,-1,-1,-1,0,1,1,1,0
2022,1,1,1,-1,-1,-1,1,0,-1,-1,1,1,0,1,0
2023,1,1,1,-1,1,1,1,0,-1,1,0,-1,0,1,0
2024,-1,1,-1,-1,0,1,1,1,0,-1,0,1,1,1,1
2025,1,1,1,-1,1,1,1,0,1,1,0,1,-1,1,0
2026,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1
2027,1,1,1,-1,-1,1,1,-1,-1,-1,0,-1,0,1,0
2028,1,1,1,-1,-1,1,1,1,0,-1,0,-1,-1,1,1
2029,1,1,-1,-1,-1,1,1,0,0,-1,0,1,-1,1,0
2030,1,1,1,-1,-1,1,1,1,0,-1,0,1,1,1,0
2031,1,-1,1,-1,-1,1,1,0,1,-1,0,-1,0,1,0
2032,-1,1,1,-1,0,-1,1,-1,-1,-1,0,1,-1,1,0
2033,1,1,1,-1,1,1,1,0,1,1,0,1,0,1,0
2034,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1
2035,1,1,1,-1,0,-1,1,0,0,-1,0,1,1,1,1
2036,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1
2037,1,1,1,-1,1,1,1,1,1,1,0,1,-1,1,0
2038,1,1,1,-1,1,1,1,1,0,1,0,1,1,1,0
2039,-1,1,1,-1,-1,1,1,0,1,0,0,1,1,1,1
2040,1,-1,1,-1,-1,0,-1,-1,1,-1,1,-1,0,1,0
2041,1,1,1,-1,0,1,1,1,1,-1,0,1,1,1,0
2042,1,1,1,-1,1,1,1,0,0,-1,0,1,0,1,0
2043,1,1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,0
2044,1,1,1,-1,1,1,1,0,0,-1,0,1,0,1,1
2045,-1,-1,1,-1,1,1,-1,1,-1,1,0,-1,1,-1,-1
2046,1,1,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,1,1
2047,-1,1,1,1,1,-1,1,1,1,-1,0,1,0,1,1
2048,1,1,1,1,-1,1,1,0,0,-1,0,-1,1,1,-1
2049,1,1,1,-1,1,0,1,-1,0,-1,0,1,-1,1,0
2050,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,1,1
2051,1,1,1,1,1,-1,1,1,0,-1,0,-1,-1,1,1
2052,-1,1,-1,1,1,1,-1,1,1,-1,0,1,1,1,-1
2053,1,1,1,-1,0,1,1,0,0,1,0,-1,1,1,1
2054,1,1,1,-1,1,1,1,0,0,1,0,1,1,1,0
2055,1,1,1,1,0,1,1,1,-1,-1,0,-1,1,1,1
2056,-1,1,1,-1,0,1,1,0,0,-1,0,1,1,1,1
2057,-1,1,1,-1,0,-1,1,0,-1,-1,0,1,0,1,0
2058,1,1,1,-1,0,1,1,0,-1,-1,0,1,0,1,0
2059,1,-1,1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,0
2060,-1,-1,1,-1,0,0,-1,-1,0,1,1,-1,1,1,1
2061,-1,1,-1,-1,1,1,1,0,-1,-1,0,1,1,1,1
2062,1,1,1,-1,-1,1,1,0,0,-1,0,-1,1,1,-1
2063,-1,-1,1,-1,-1,1,-1,0,1,-1,1,-1,1,-1,1
2064,-1,1,1,-1,1,0,1,-1,-1,-1,1,1,1,1,0
2065,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
2066,1,1,1,-1,0,-1,1,-1,0,0,0,1,1,1,0
2067,1,1,1,1,-1,1,1,0,1,-1,0,-1,1,1,1
2068,1,1,1,1,-1,1,1,1,1,-1,0,-1,1,1,1
2069,1,1,1,-1,0,-1,1,-1,0,0,0,1,1,1,-1
2070,1,1,1,-1,1,1,1,1,-1,-1,0,1,-1,1,0
2071,1,1,-1,-1,1,0,1,0,-1,-1,0,1,0,1,1
2072,1,1,1,-1,-1,0,1,-1,0,-1,0,1,0,1,0
2073,1,1,1,-1,1,0,1,-1,0,-1,0,1,0,1,0
2074,-1,1,1,-1,0,1,1,0,1,-1,0,1,-1,1,0
2075,1,1,1,-1,1,1,1,0,0,-1,0,1,-1,1,0
2076,1,1,1,-1,0,-1,1,-1,0,-1,0,-1,-1,1,0
2077,-1,1,1,-1,0,1,1,0,0,-1,0,1,1,1,0
2078,1,1,1,-1,0,-1,1,0,-1,-1,0,1,1,-1,0
2079,-1,-1,1,1,1,1,-1,0,0,1,1,-1,1,1,1
2080,1,1,1,-1,-1,-1,1,-1,0,-1,0,-1,0,1,1
2081,1,1,1,-1,1,1,1,0,0,-1,0,1,1,1,0
2082,1,1,1,-1,0,0,1,-1,-1,-1,1,1,-1,1,0
2083,1,1,1,1,0,-1,1,0,0,-1,0,1,1,1,0
2084,1,1,1,-1,1,0,1,-1,0,-1,0,1,-1,1,0
2085,1,1,-1,1,1,1,1,0,1,-1,0,1,-1,1,1
2086,1,1,1,1,0,1,1,1,0,-1,0,1,1,1,1
2087,1,1,1,-1,1,1,1,0,-1,-1,0,-1,1,1,0
2088,1,1,1,-1,-1,-1,1,0,0,-1,0,-1,1,1,1
2089,-1,-1,1,-1,1,1,-1,1,0,0,0,-1,1,-1,1
2090,1,1,1,-1,0,1,1,0,-1,-1,0,1,0,1,0
2091,1,1,1,-1,-1,1,1,0,0,1,0,1,1,1,0
2092,1,1,-1,-1,0,0,1,-1,-1,-1,0,1,1,1,1
2093,1,1,1,-1,1,1,1,0,0,-1,0,1,1,-1,0
2094,-1,-1,1,-1,1,1,-1,0,-1,-1,0,-1,1,1,-1
2095,1,1,1,-1,1,-1,1,0,1,-1,0,1,0,1,0
2096,-1,-1,1,-1,0,0,-1,-1,0,1,1,-1,1,1,1
2097,1,1,1,1,1,1,1,1,-1,-1,0,1,1,1,0
2098,1,1,1,-1,-1,-1,1,-1,0,-1,0,-1,1,1,-1
2099,-1,1,1,-1,1,-1,1,0,0,-1,0,1,-1,1,1
2100,-1,-1,1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1
2101,1,1,1,-1,1,1,1,0,1,1,0,1,1,1,0
2102,-1,1,1,-1,1,1,1,0,0,0,0,1,1,1,0
2103,-1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,1
2104,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1
2105,1,1,1,-1,0,-1,1,0,-1,-1,0,1,0,1,0
2106,-1,1,1,-1,1,1,1,1,0,0,0,1,1,1,0
2107,1,1,1,-1,-1,1,1,0,0,1,0,1,1,1,0
2108,1,1,-1,1,0,1,-1,1,-1,-1,0,1,-1,1,0
2109,-1,1,1,-1,0,0,1,-1,1,-1,0,1,0,1,0
2110,-1,-1,1,-1,1,1,-1,0,0,1,1,-1,0,1,1
2111,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1
2112,1,1,1,-1,-1,-1,1,0,-1,-1,0,-1,1,1,0
2113,1,1,1,-1,0,1,1,0,1,-1,0,1,1,1,0
2114,-1,1,1,-1,0,1,1,0,-1,-1,0,1,1,1,-1
2115,1,1,1,1,-1,1,1,1,0,-1,0,1,1,1,0
2116,1,-1,-1,-1,1,1,-1,0,0,-1,0,-1,-1,1,0
2117,1,1,1,1,-1,1,1,0,1,-1,0,1,-1,1,1
2118,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,1
2119,1,1,1,-1,0,1,1,0,0,-1,0,-1,1,1,1
2120,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0
2121,1,1,1,-1,1,1,1,1,-1,-1,0,-1,1,1,1
2122,1,1,-1,-1,1,1,1,0,0,0,0,1,1,1,0
2123,1,1,-1,-1,0,0,1,-1,0,1,0,1,-1,1,0
2124,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,1,1,0
2125,1,1,1,-1,1,1,1,0,0,-1,0,1,1,1,0
2126,-1,1,-1,-1,1,1,1,0,0,1,0,1,-1,1,1
2127,1,1,1,-1,0,1,1,0,-1,-1,0,-1,1,1,1
2128,-1,-1,1,-1,0,1,-1,1,-1,-1,1,-1,1,1,1
2129,1,1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,1,0
2130,1,-1,-1,-1,-1,1,1,0,-1,-1,0,1,0,1,0
2131,-1,1,1,-1,-1,1,1,1,0,-1,0,1,1,1,1
2132,1,1,1,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1
2133,1,1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,0
2134,-1,1,-1,-1,-1,-1,1,-1,0,-1,0,1,1,1,1
2135,1,1,1,1,1,1,1,0,0,-1,0,1,-1,1,0
2136,1,1,1,-1,1,1,1,1,-1,-1,0,-1,1,-1,1
2137,-1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1
2138,1,1,1,-1,0,1,1,0,1,-1,0,-1,1,1,1
2139,1,1,1,1,0,1,1,0,-1,-1,0,1,1,1,1
2140,1,1,1,1,-1,1,1,0,0,1,0,-1,1,1,1
2141,-1,-1,1,1,-1,1,-1,1,0,1,1,1,1,1,1
2142,-1,1,-1,1,-1,1,-1,0,1,1,0,1,1,-1,0
2143,1,1,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,1
2144,1,1,1,-1,-1,1,1,0,0,-1,0,1,1,1,0
2145,1,1,1,1,-1,1,-1,1,1,-1,0,1,1,-1,-1
2146,1,1,1,-1,1,1,1,0,-1,-1,0,1,1,1,0
2147,-1,1,1,-1,0,-1,1,0,-1,-1,0,1,0,1,0
2148,-1,-1,1,-1,0,0,-1,-1,1,1,1,-1,1,1,1
2149,-1,1,1,-1,0,0,1,0,-1,0,0,1,-1,1,1
2150,1,1,1,-1,-1,-1,1,-1,0,-1,0,1,-1,1,1
2151,1,1,1,-1,-1,-1,1,1,-1,-1,0,1,0,-1,0
2152,1,1,1,-1,0,-1,1,-1,-1,-1,0,1,1,-1,0
2153,1,1,1,-1,1,1,1,0,0,-1,0,-1,0,1,0
2154,1,1,1,-1,1,1,1,0,1,1,0,1,1,1,0
2155,1,1,1,-1,-1,-1,1,0,0,-1,0,1,-1,-1,0
2156,1,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,1,0
2157,1,1,1,-1,-1,1,-1,0,1,-1,0,-1,-1,1,0
2158,-1,1,1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1
2159,-1,-1,1,-1,1,-1,-1,0,0,1,1,-1,1,1,1
2160,1,1,1,-1,0,1,1,0,1,-1,0,1,1,1,-1
2161,-1,-1,1,-1,1,-1,-1,1,0,-1,1,-1,0,1,1
2162,1,1,1,-1,-1,1,1,1,1,-1,0,-1,1,1,1
2163,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,0
2164,1,1,1,-1,1,1,1,0,-1,-1,0,1,1,1,0
2165,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1
2166,1,1,1,-1,1,1,1,1,0,-1,0,1,1,1,0
2167,1,1,1,-1,1,-1,1,0,-1,-1,0,1,1,1,0
2168,-1,1,1,-1,0,-1,1,-1,-1,1,0,1,-1,1,0
2169,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,0
2170,1,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,1,1,-1
2171,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,1
2172,1,1,1,-1,-1,1,1,1,0,-1,0,1,0,1,0
2173,1,1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1
2174,1,1,1,1,-1,1,1,1,0,-1,0,1,1,1,0
2175,1,-1,1,-1,1,-1,1,0,-1,-1,0,-1,-1,1,1
2176,-1,-1,1,1,1,1,-1,0,1,-1,0,1,1,1,-1
2177,1,1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,1
2178,1,1,1,-1,-1,-1,1,0,0,-1,0,-1,1,1,1
2179,1,1,1,-1,0,1,1,0,-1,-1,0,1,0,1,0
2180,1,1,1,-1,-1,1,1,0,-1,-1,0,1,0,-1,0
2181,1,1,1,-1,-1,-1,1,0,0,-1,0,1,1,-1,0
2182,-1,1,-1,-1,1,-1,1,-1,-1,-1,0,1,1,1,0
2183,1,1,1,1,0,-1,1,0,0,-1,0,1,1,1,0
2184,1,1,1,1,-1,1,1,0,1,-1,0,1,1,1,1
2185,1,1,1,-1,1,1,1,0,-1,1,0,1,1,1,0
2186,1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,0
2187,1,1,1,-1,1,1,1,1,-1,-1,0,1,1,1,0
2188,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,1,-1,1,0
2189,1,1,1,-1,0,1,1,1,0,-1,0,-1,1,-1,1
2190,-1,1,-1,1,-1,1,1,0,1,-1,0,1,-1,1,1
2191,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1
2192,1,1,1,1,0,1,1,0,0,-1,0,1,1,1,0
2193,1,-1,1,1,1,1,-1,1,0,1,1,-1,1,1,1
2194,1,1,-1,-1,1,1,1,1,1,-1,0,1,1,1,0
2195,1,1,1,-1,1,1,1,0,1,-1,0,1,0,1,0
2196,1,1,1,-1,0,0,1,-1,-1,-1,0,-1,1,1,1
2197,1,1,1,-1,0,1,1,0,1,-1,0,-1,1,1,1
2198,1,1,1,-1,1,1,1,1,0,-1,0,-1,1,1,1
2199,1,1,-1,1,-1,1,1,0,0,-1,0,1,0,1,0
2200,-1,-1,1,-1,0,1,-1,1,1,-1,0,-1,1,1,1
2201,1,1,1,-1,1,1,1,0,0,0,0,1,-1,-1,0
2202,1,1,1,-1,-1,1,1,-1,-1,1,0,1,1,-1,0
2203,1,1,-1,-1,1,0,1,-1,0,-1,0,1,0,1,0
2204,-1,-1,1,-1,1,1,-1,0,1,1,1,-1,1,1,1
2205,1,1,-1,-1,1,1,1,0,-1,-1,0,1,1,1,0
2206,1,1,1,-1,0,1,1,0,-1,1,0,1,1,1,0
2207,1,1,1,-1,0,1,1,-1,-1,-1,0,-1,0,1,0
2208,1,1,1,-1,0,-1,1,-1,0,-1,0,1,-1,1,0
2209,-1,1,1,-1,1,1,-1,0,1,0,0,1,1,1,-1
2210,1,1,1,1,1,1,1,0,1,-1,0,-1,1,1,0
2211,1,1,1,-1,1,0,-1,-1,1,-1,0,1,-1,1,0
2212,1,1,1,-1,-1,1,1,-1,-1,1,0,-1,0,-1,0
2213,-1,1,-1,-1,0,-1,1,0,-1,-1,1,1,0,1,0
2214,-1,-1,1,-1,1,-1,-1,0,0,-1,1,-1,1,1,1
2215,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0
2216,1,1,1,-1,1,1,1,1,1,-1,0,-1,1,1,1
2217,1,1,1,-1,-1,-1,1,1,0,-1,0,1,1,-1,0
2218,1,1,1,-1,0,-1,1,0,-1,-1,0,1,1,1,0
2219,1,1,1,1,1,1,1,1,0,-1,0,1,-1,1,1
